estaci_n,tipo,coordenada_x,coordenada_y,date,time,out,hum,speed,dir,bar,rain,rad,index
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T00:00:00.000,22.1,98.0,0.0,SE,676.0,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T01:00:00.000,20.3,96.0,0.4,SE,676.2,5.2,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T02:00:00.000,20.1,99.0,0.4,WSW,675.8,25.6,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T03:00:00.000,19.6,99.0,0.4,SSE,675.6,6.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T04:00:00.000,19.8,99.0,0.0,SSE,675.9,0.2,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T05:00:00.000,19.9,99.0,0.0,SSE,676.4,0.8,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T06:00:00.000,19.9,99.0,0.0,SSE,676.8,1.8,1.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T07:00:00.000,20.1,100.0,0.0,SE,676.9,1.0,24.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T08:00:00.000,20.2,100.0,0.0,SE,677.0,0.2,69.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T09:00:00.000,21.6,99.0,0.0,SE,676.6,0.0,254.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T10:00:00.000,24.2,86.0,0.0,SE,676.3,0.0,583.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T11:00:00.000,26.9,80.0,0.0,SE,675.5,0.0,777.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T12:00:00.000,29.3,67.0,0.0,ENE,674.9,0.0,573.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T13:00:00.000,29.9,66.0,0.0,ENE,674.1,0.0,932.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T14:00:00.000,25.1,84.0,2.2,NE,674.0,0.0,452.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T15:00:00.000,26.3,85.0,1.3,NNE,674.0,0.0,347.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T16:00:00.000,22.3,94.0,3.6,NNE,674.6,0.4,107.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T17:00:00.000,21.6,96.0,1.3,NNE,675.3,0.8,17.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T18:00:00.000,21.5,98.0,0.0,NE,675.5,1.8,2.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T19:00:00.000,21.0,98.0,0.0,W,675.7,1.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T20:00:00.000,20.5,98.0,0.0,SW,676.0,0.4,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T21:00:00.000,20.4,96.0,0.9,SW,676.1,0.2,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T22:00:00.000,20.6,96.0,0.4,SW,676.2,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-01T00:00:00.000,1899-12-31T23:00:00.000,20.4,97.0,0.0,SW,676.7,0.4,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T00:00:00.000,20.2,97.0,0.0,SW,676.9,0.2,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T01:00:00.000,20.3,98.0,0.0,SW,676.5,0.2,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T02:00:00.000,20.0,99.0,0.0,SW,676.0,1.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T03:00:00.000,19.9,99.0,0.0,SW,675.8,0.4,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T04:00:00.000,19.9,99.0,0.0,SW,675.6,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T05:00:00.000,19.8,99.0,0.0,SW,675.3,0.2,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T06:00:00.000,19.7,99.0,0.0,SW,675.3,0.0,3.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T07:00:00.000,20.1,100.0,0.0,SW,675.6,0.0,55.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T08:00:00.000,21.4,92.0,0.0,SW,675.6,0.0,200.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T09:00:00.000,22.7,87.0,0.0,SW,675.4,0.0,405.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T10:00:00.000,25.4,80.0,0.0,SW,675.1,0.0,507.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T11:00:00.000,27.3,72.0,0.0,SW,674.7,0.0,748.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T12:00:00.000,30.0,63.0,0.0,WSW,674.2,0.0,577.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T13:00:00.000,30.3,70.0,0.4,ENE,673.5,0.0,1005.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T14:00:00.000,29.2,69.0,1.3,NE,673.2,0.0,872.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T15:00:00.000,28.3,71.0,0.9,ENE,673.2,0.0,743.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T16:00:00.000,26.8,76.0,0.4,ENE,673.4,0.0,261.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T17:00:00.000,25.9,78.0,0.0,ENE,673.7,0.0,194.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T18:00:00.000,24.8,82.0,0.0,NE,674.2,0.0,45.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T19:00:00.000,24.3,83.0,0.0,NE,674.4,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T20:00:00.000,23.5,88.0,0.0,ENE,675.2,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T21:00:00.000,23.3,89.0,0.0,ENE,675.7,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T22:00:00.000,23.1,90.0,0.0,NE,676.1,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-02T00:00:00.000,1899-12-31T23:00:00.000,22.4,92.0,0.0,NE,675.8,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T00:00:00.000,22.1,94.0,0.0,NE,675.5,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T01:00:00.000,21.9,93.0,0.0,NE,675.0,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T02:00:00.000,21.7,93.0,0.0,NE,674.8,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T03:00:00.000,21.4,94.0,0.0,NE,674.8,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T04:00:00.000,21.1,94.0,0.0,NE,674.9,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T05:00:00.000,20.7,96.0,0.0,NE,675.0,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T06:00:00.000,20.8,94.0,0.0,NE,675.1,0.0,6.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T07:00:00.000,23.4,85.0,0.0,NE,675.4,0.0,154.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T08:00:00.000,25.5,79.0,0.0,NE,675.5,0.0,345.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T09:00:00.000,25.3,78.0,0.0,SW,675.4,0.0,458.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T10:00:00.000,27.2,73.0,0.4,SW,675.4,0.0,675.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T11:00:00.000,28.4,65.0,0.0,SW,674.7,0.0,529.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T12:00:00.000,30.1,64.0,0.0,NNE,674.0,0.0,475.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T13:00:00.000,31.1,61.0,0.4,NE,673.4,0.0,938.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T14:00:00.000,30.1,65.0,0.9,ENE,673.2,0.0,930.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T15:00:00.000,30.8,63.0,0.9,ENE,672.8,0.0,802.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T16:00:00.000,27.6,74.0,0.9,ENE,672.9,0.0,341.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T17:00:00.000,26.8,73.0,1.3,NE,672.9,0.0,146.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T18:00:00.000,25.8,75.0,0.0,NNE,673.6,0.0,37.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T19:00:00.000,24.8,80.0,0.0,ENE,674.8,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T20:00:00.000,24.3,82.0,0.0,NE,675.4,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T21:00:00.000,24.3,81.0,0.0,ENE,675.9,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T22:00:00.000,23.5,83.0,0.0,ENE,675.8,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-03T00:00:00.000,1899-12-31T23:00:00.000,22.6,87.0,0.0,ENE,676.0,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T00:00:00.000,22.7,88.0,0.0,ENE,676.1,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T01:00:00.000,22.2,90.0,0.0,ENE,675.8,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T02:00:00.000,21.6,92.0,0.0,ENE,675.2,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T03:00:00.000,21.8,89.0,0.0,ENE,675.4,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T04:00:00.000,21.3,92.0,0.0,ENE,675.6,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T05:00:00.000,21.4,92.0,0.0,ENE,675.2,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T06:00:00.000,21.9,89.0,0.0,W,675.2,0.0,2.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T07:00:00.000,21.4,92.0,0.0,SW,675.4,0.0,48.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T08:00:00.000,23.3,86.0,0.0,SW,675.8,0.0,252.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T09:00:00.000,24.3,82.0,0.0,SW,676.3,0.0,241.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T10:00:00.000,26.1,78.0,0.0,SW,676.0,0.0,398.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T11:00:00.000,27.8,75.0,0.0,ENE,675.5,0.0,509.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T12:00:00.000,29.7,67.0,0.0,NE,674.8,0.0,597.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T13:00:00.000,28.6,60.0,1.3,NE,674.4,0.0,699.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T14:00:00.000,28.7,64.0,0.9,ENE,673.7,0.0,594.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T15:00:00.000,27.6,70.0,0.4,ENE,673.3,0.0,415.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T16:00:00.000,28.0,71.0,0.4,ENE,673.4,0.0,415.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T17:00:00.000,26.5,76.0,0.0,ENE,673.8,0.0,168.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T18:00:00.000,24.7,81.0,0.9,NNE,674.5,0.0,35.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T19:00:00.000,23.4,85.0,0.0,NE,674.8,0.2,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T20:00:00.000,23.3,84.0,0.0,NE,675.4,0.2,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T21:00:00.000,23.6,84.0,0.0,NE,675.6,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T22:00:00.000,23.3,85.0,0.0,NE,675.6,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-04T00:00:00.000,1899-12-31T23:00:00.000,23.2,85.0,0.0,NE,675.3,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T00:00:00.000,23.1,85.0,0.0,NE,675.1,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T01:00:00.000,22.5,91.0,0.0,NE,675.0,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T02:00:00.000,21.9,93.0,0.0,NE,674.8,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T03:00:00.000,22.0,93.0,0.0,NE,674.4,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T04:00:00.000,22.1,91.0,0.0,NE,674.4,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T05:00:00.000,22.1,90.0,0.0,NE,674.8,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T06:00:00.000,21.9,91.0,0.0,NE,675.1,0.0,3.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T07:00:00.000,22.5,90.0,0.0,NE,675.7,0.0,80.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T08:00:00.000,23.7,89.0,0.0,NE,675.9,0.0,171.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T09:00:00.000,26.6,79.0,0.0,NE,675.8,0.0,447.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T10:00:00.000,29.2,69.0,0.0,ENE,675.5,0.0,747.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T11:00:00.000,30.6,55.0,0.0,NNE,675.0,0.0,712.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T12:00:00.000,30.1,69.0,0.4,ENE,674.6,0.0,512.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T13:00:00.000,29.4,69.0,0.4,ENE,674.2,0.0,365.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T14:00:00.000,28.4,72.0,1.3,NE,673.6,0.0,387.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T15:00:00.000,29.4,70.0,0.9,ENE,672.7,0.0,361.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T16:00:00.000,29.1,70.0,0.4,ENE,672.7,0.0,448.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T17:00:00.000,26.3,78.0,0.0,ENE,673.2,0.0,78.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T18:00:00.000,23.0,93.0,1.3,NNE,674.2,0.0,9.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T19:00:00.000,22.6,95.0,0.4,NNE,674.4,1.4,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T20:00:00.000,22.1,97.0,0.0,NNE,675.0,0.2,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T21:00:00.000,22.2,97.0,0.0,NNE,675.7,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T22:00:00.000,22.1,98.0,0.0,NNE,676.2,0.2,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-05T00:00:00.000,1899-12-31T23:00:00.000,21.6,98.0,0.0,NNE,676.2,0.8,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T00:00:00.000,21.3,98.0,0.0,NW,675.9,1.6,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T01:00:00.000,21.3,98.0,0.0,NW,675.5,0.2,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T02:00:00.000,20.9,97.0,0.0,NW,675.3,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T03:00:00.000,20.8,96.0,0.0,W,675.2,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T04:00:00.000,20.9,96.0,0.0,W,675.3,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T05:00:00.000,20.5,97.0,0.0,W,675.3,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T06:00:00.000,20.4,99.0,0.0,WSW,675.8,0.0,4.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T07:00:00.000,21.4,96.0,0.0,WSW,676.3,0.2,83.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T08:00:00.000,22.8,93.0,0.0,WSW,676.4,0.0,186.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T09:00:00.000,23.8,90.0,0.0,WSW,676.3,0.0,342.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T10:00:00.000,25.2,83.0,0.0,WSW,676.0,0.0,435.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T11:00:00.000,27.6,75.0,0.0,WSW,675.5,0.0,665.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T12:00:00.000,26.4,83.0,0.0,WSW,674.7,0.0,266.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T13:00:00.000,26.3,86.0,0.0,WSW,674.3,0.0,314.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T14:00:00.000,25.4,82.0,0.0,NNE,673.8,0.0,194.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T15:00:00.000,25.7,82.0,0.0,NNE,673.1,0.0,213.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T16:00:00.000,26.7,81.0,0.0,NNE,672.6,0.0,398.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T17:00:00.000,25.2,87.0,0.0,NNE,673.0,0.0,182.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T18:00:00.000,24.2,89.0,0.0,NE,673.6,0.0,37.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T19:00:00.000,23.5,93.0,0.0,NE,674.2,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T20:00:00.000,23.3,95.0,0.0,NE,675.1,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T21:00:00.000,22.8,96.0,0.0,NE,675.4,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T22:00:00.000,22.6,95.0,0.0,NE,675.4,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-06T00:00:00.000,1899-12-31T23:00:00.000,22.4,97.0,0.0,NE,675.5,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-07T00:00:00.000,1899-12-31T00:00:00.000,22.4,96.0,0.0,NE,675.2,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-07T00:00:00.000,1899-12-31T01:00:00.000,22.1,98.0,0.0,NE,674.9,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-07T00:00:00.000,1899-12-31T02:00:00.000,21.9,98.0,0.0,NE,674.7,0.2,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-07T00:00:00.000,1899-12-31T03:00:00.000,21.6,98.0,0.0,NE,674.6,0.2,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-07T00:00:00.000,1899-12-31T04:00:00.000,19.4,98.0,0.0,SW,674.6,10.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-07T00:00:00.000,1899-12-31T05:00:00.000,19.6,99.0,0.0,SW,674.8,0.0,0.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-07T00:00:00.000,1899-12-31T06:00:00.000,19.5,99.0,0.0,SW,675.1,0.0,3.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-07T00:00:00.000,1899-12-31T07:00:00.000,20.7,99.0,0.0,SW,675.7,0.0,61.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-07T00:00:00.000,1899-12-31T08:00:00.000,22.4,96.0,0.0,SW,676.1,0.0,203.0,-999.0
ACAPULCO,CLIMATOLOGICA,1102787,1265648,2021-06-07T00:00:00.000,1899-12-31T09:00:00.000,24.3,85.0,0.0,SW,676.3,0.0,409.0,-999.0
