estaci_n,tipo,coordenada_x,coordenada_y,date,time,out,hum,speed,dir,bar,rain,rad,index
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-20T00:00:00.000,1899-12-31T06:00:00.000,18.1,-999.0,-999.0,-999,654.6,0.0,7.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-20T00:00:00.000,1899-12-31T07:00:00.000,21.3,-999.0,-999.0,-999,654.6,0.0,110.0,0.4
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-20T00:00:00.000,1899-12-31T08:00:00.000,23.1,-999.0,-999.0,-999,654.5,0.0,285.0,1.6
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-20T00:00:00.000,1899-12-31T09:00:00.000,23.1,-999.0,-999.0,-999,654.3,0.0,164.0,2.1
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-20T00:00:00.000,1899-12-31T10:00:00.000,25.1,-999.0,-999.0,-999,654.1,0.0,390.0,3.8
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-20T00:00:00.000,1899-12-31T11:00:00.000,25.6,-999.0,-999.0,-999,653.8,0.0,475.0,4.9
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-20T00:00:00.000,1899-12-31T12:00:00.000,25.7,-999.0,-999.0,-999,653.3,0.0,483.0,6.9
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-20T00:00:00.000,1899-12-31T13:00:00.000,25.2,-999.0,-999.0,-999,652.7,0.0,445.0,5.4
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-20T00:00:00.000,1899-12-31T14:00:00.000,24.0,-999.0,-999.0,-999,652.3,0.0,220.0,2.3
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-20T00:00:00.000,1899-12-31T15:00:00.000,24.4,-999.0,-999.0,-999,651.8,0.0,339.0,2.8
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-20T00:00:00.000,1899-12-31T16:00:00.000,23.9,-999.0,-999.0,-999,651.8,0.0,280.0,1.7
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-20T00:00:00.000,1899-12-31T17:00:00.000,23.1,-999.0,-999.0,-999,652.2,0.0,64.0,0.2
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-20T00:00:00.000,1899-12-31T18:00:00.000,22.4,-999.0,-999.0,-999,652.7,0.0,24.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-20T00:00:00.000,1899-12-31T19:00:00.000,20.8,-999.0,-999.0,-999,653.6,0.2,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-20T00:00:00.000,1899-12-31T20:00:00.000,19.7,-999.0,-999.0,-999,654.2,0.2,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-20T00:00:00.000,1899-12-31T21:00:00.000,19.7,-999.0,-999.0,-999,654.7,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-20T00:00:00.000,1899-12-31T22:00:00.000,19.3,-999.0,-999.0,-999,654.7,0.2,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-20T00:00:00.000,1899-12-31T23:00:00.000,19.1,-999.0,-999.0,-999,655.2,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T00:00:00.000,18.8,-999.0,-999.0,-999,654.9,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T01:00:00.000,18.7,-999.0,-999.0,-999,654.2,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T02:00:00.000,18.7,-999.0,-999.0,-999,654.0,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T03:00:00.000,18.3,-999.0,-999.0,-999,653.8,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T04:00:00.000,18.4,-999.0,-999.0,-999,653.8,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T05:00:00.000,18.2,-999.0,-999.0,-999,654.0,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T06:00:00.000,17.9,-999.0,-999.0,-999,654.3,0.0,2.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T07:00:00.000,18.5,-999.0,-999.0,-999,654.8,0.0,63.0,0.2
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T08:00:00.000,21.8,-999.0,-999.0,-999,655.1,0.0,289.0,1.7
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T09:00:00.000,22.2,-999.0,-999.0,-999,655.0,0.0,340.0,2.7
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T10:00:00.000,24.3,-999.0,-999.0,-999,654.7,0.0,591.0,4.9
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T11:00:00.000,24.9,-999.0,-999.0,-999,654.1,0.2,443.0,4.7
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T12:00:00.000,25.6,-999.0,-999.0,-999,653.8,0.0,412.0,5.5
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T13:00:00.000,25.6,-999.0,-999.0,-999,653.2,0.0,657.0,5.8
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T14:00:00.000,25.5,-999.0,-999.0,-999,652.7,0.0,680.0,3.6
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T15:00:00.000,24.4,-999.0,-999.0,-999,652.6,0.0,523.0,2.7
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T16:00:00.000,23.6,-999.0,-999.0,-999,652.4,0.0,369.0,1.8
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T17:00:00.000,22.3,-999.0,-999.0,-999,652.9,0.0,118.0,0.6
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T18:00:00.000,21.4,-999.0,-999.0,-999,653.3,0.0,27.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T19:00:00.000,20.7,-999.0,-999.0,-999,654.0,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T20:00:00.000,20.4,-999.0,-999.0,-999,654.3,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T21:00:00.000,19.8,-999.0,-999.0,-999,655.0,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T22:00:00.000,20.2,-999.0,-999.0,-999,655.3,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-21T00:00:00.000,1899-12-31T23:00:00.000,20.1,-999.0,-999.0,-999,655.1,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T00:00:00.000,18.7,-999.0,-999.0,-999,655.2,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T01:00:00.000,18.7,-999.0,-999.0,-999,654.6,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T02:00:00.000,18.1,-999.0,-999.0,-999,654.4,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T03:00:00.000,17.9,-999.0,-999.0,-999,654.4,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T04:00:00.000,17.4,-999.0,-999.0,-999,654.4,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T05:00:00.000,17.7,-999.0,-999.0,-999,654.9,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T06:00:00.000,17.9,-999.0,-999.0,-999,655.5,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T07:00:00.000,18.2,-999.0,-999.0,-999,655.8,0.0,19.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T08:00:00.000,19.7,-999.0,-999.0,-999,655.9,0.0,123.0,0.8
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T09:00:00.000,22.9,-999.0,-999.0,-999,655.7,0.0,477.0,3.4
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T10:00:00.000,24.3,-999.0,-999.0,-999,655.1,0.0,656.0,5.4
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T11:00:00.000,25.5,-999.0,-999.0,-999,654.7,0.0,547.0,6.3
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T12:00:00.000,24.7,-999.0,-999.0,-999,654.3,0.0,274.0,4.6
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T13:00:00.000,23.6,-999.0,-999.0,-999,653.7,0.0,453.0,5.4
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T14:00:00.000,23.9,-999.0,-999.0,-999,653.6,0.0,400.0,3.8
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T15:00:00.000,22.7,-999.0,-999.0,-999,653.0,0.0,181.0,1.5
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T16:00:00.000,20.8,-999.0,-999.0,-999,653.0,0.8,119.0,1.1
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T17:00:00.000,20.3,-999.0,-999.0,-999,653.1,0.0,47.0,0.2
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T18:00:00.000,20.1,-999.0,-999.0,-999,653.7,0.0,14.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T19:00:00.000,19.5,-999.0,-999.0,-999,654.1,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T20:00:00.000,18.4,-999.0,-999.0,-999,654.7,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T21:00:00.000,18.3,-999.0,-999.0,-999,655.7,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T22:00:00.000,18.4,-999.0,-999.0,-999,656.0,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-22T00:00:00.000,1899-12-31T23:00:00.000,18.1,-999.0,-999.0,-999,655.8,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T00:00:00.000,17.8,-999.0,-999.0,-999,655.3,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T01:00:00.000,18.2,-999.0,-999.0,-999,655.0,0.2,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T02:00:00.000,18.2,-999.0,-999.0,-999,654.9,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T03:00:00.000,18.4,-999.0,-999.0,-999,654.9,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T04:00:00.000,18.3,-999.0,-999.0,-999,654.7,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T05:00:00.000,18.2,-999.0,-999.0,-999,654.5,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T06:00:00.000,18.1,-999.0,-999.0,-999,654.6,0.0,4.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T07:00:00.000,20.0,-999.0,-999.0,-999,655.0,0.0,109.0,0.3
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T08:00:00.000,22.1,-999.0,-999.0,-999,655.2,0.0,321.0,1.7
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T09:00:00.000,21.6,-999.0,-999.0,-999,654.7,0.0,395.0,2.9
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T10:00:00.000,23.8,-999.0,-999.0,-999,654.6,0.0,620.0,5.2
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T11:00:00.000,24.3,-999.0,-999.0,-999,654.3,0.0,507.0,5.2
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T12:00:00.000,24.9,-999.0,-999.0,-999,654.2,0.0,521.0,7.7
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T13:00:00.000,23.7,-999.0,-999.0,-999,653.6,0.0,793.0,7.3
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T14:00:00.000,23.6,-999.0,-999.0,-999,653.0,0.0,314.0,3.3
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T15:00:00.000,24.1,-999.0,-999.0,-999,652.5,0.0,466.0,3.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T16:00:00.000,24.0,-999.0,-999.0,-999,652.1,0.0,376.0,2.1
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T17:00:00.000,22.2,-999.0,-999.0,-999,652.5,0.0,95.0,0.7
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T18:00:00.000,21.2,-999.0,-999.0,-999,653.2,0.0,18.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T19:00:00.000,19.3,-999.0,-999.0,-999,653.8,2.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T20:00:00.000,18.8,-999.0,-999.0,-999,654.4,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T21:00:00.000,18.9,-999.0,-999.0,-999,654.6,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T22:00:00.000,19.1,-999.0,-999.0,-999,654.9,0.2,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-23T00:00:00.000,1899-12-31T23:00:00.000,18.7,-999.0,-999.0,-999,654.8,0.2,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T00:00:00.000,19.1,-999.0,-999.0,-999,654.5,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T01:00:00.000,18.7,-999.0,-999.0,-999,654.2,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T02:00:00.000,17.9,-999.0,-999.0,-999,653.6,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T03:00:00.000,17.7,-999.0,-999.0,-999,653.4,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T04:00:00.000,17.8,-999.0,-999.0,-999,653.6,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T05:00:00.000,17.7,-999.0,-999.0,-999,654.1,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T06:00:00.000,17.9,-999.0,-999.0,-999,654.7,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T07:00:00.000,18.2,-999.0,-999.0,-999,655.0,0.0,20.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T08:00:00.000,18.7,-999.0,-999.0,-999,655.4,0.0,70.0,0.4
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T09:00:00.000,19.1,-999.0,-999.0,-999,655.5,0.0,87.0,0.7
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T10:00:00.000,19.7,-999.0,-999.0,-999,655.6,0.0,208.0,2.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T11:00:00.000,21.6,-999.0,-999.0,-999,654.8,0.0,307.0,3.4
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T12:00:00.000,24.2,-999.0,-999.0,-999,653.8,0.0,490.0,7.1
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T13:00:00.000,25.6,-999.0,-999.0,-999,653.1,0.2,674.0,6.2
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T14:00:00.000,25.9,-999.0,-999.0,-999,652.3,0.0,760.0,3.9
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T15:00:00.000,23.8,-999.0,-999.0,-999,651.7,0.0,234.0,2.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T16:00:00.000,23.1,-999.0,-999.0,-999,651.7,0.0,216.0,1.6
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T17:00:00.000,23.0,-999.0,-999.0,-999,651.7,0.0,129.0,0.9
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T18:00:00.000,22.1,-999.0,-999.0,-999,651.9,0.0,58.0,0.1
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T19:00:00.000,20.4,-999.0,-999.0,-999,653.0,0.0,2.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T20:00:00.000,19.8,-999.0,-999.0,-999,653.5,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T21:00:00.000,19.6,-999.0,-999.0,-999,654.1,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T22:00:00.000,19.4,-999.0,-999.0,-999,654.4,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-24T00:00:00.000,1899-12-31T23:00:00.000,19.3,-999.0,-999.0,-999,654.6,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T00:00:00.000,18.8,-999.0,-999.0,-999,654.6,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T01:00:00.000,18.2,-999.0,-999.0,-999,654.4,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T02:00:00.000,17.8,-999.0,-999.0,-999,654.2,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T03:00:00.000,17.6,-999.0,-999.0,-999,654.3,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T04:00:00.000,17.6,-999.0,-999.0,-999,654.3,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T05:00:00.000,17.4,-999.0,-999.0,-999,654.1,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T06:00:00.000,16.9,-999.0,-999.0,-999,654.3,0.0,2.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T07:00:00.000,19.4,-999.0,-999.0,-999,654.1,0.0,95.0,0.3
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T08:00:00.000,21.8,-999.0,-999.0,-999,653.9,0.0,328.0,1.7
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T09:00:00.000,24.1,-999.0,-999.0,-999,653.6,0.0,540.0,3.5
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T10:00:00.000,25.8,-999.0,-999.0,-999,653.4,0.0,732.0,5.9
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T11:00:00.000,27.1,-999.0,-999.0,-999,653.0,0.0,737.0,7.9
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T12:00:00.000,24.9,-999.0,-999.0,-999,652.6,0.0,234.0,4.5
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T13:00:00.000,25.7,-999.0,-999.0,-999,652.0,0.0,1016.0,8.6
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T14:00:00.000,22.8,-999.0,-999.0,-999,651.4,0.0,594.0,3.2
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T15:00:00.000,22.4,-999.0,-999.0,-999,651.1,0.0,241.0,2.4
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T16:00:00.000,24.9,-999.0,-999.0,-999,651.0,0.0,437.0,2.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T17:00:00.000,23.2,-999.0,-999.0,-999,651.0,0.0,237.0,1.1
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T18:00:00.000,21.5,-999.0,-999.0,-999,651.9,0.0,68.0,0.2
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T19:00:00.000,20.6,-999.0,-999.0,-999,652.6,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T20:00:00.000,20.2,-999.0,-999.0,-999,653.3,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T21:00:00.000,19.6,-999.0,-999.0,-999,653.7,0.8,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T22:00:00.000,18.6,-999.0,-999.0,-999,654.1,0.6,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-25T00:00:00.000,1899-12-31T23:00:00.000,18.4,-999.0,-999.0,-999,654.0,0.2,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-26T00:00:00.000,1899-12-31T00:00:00.000,18.0,-999.0,-999.0,-999,654.0,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-26T00:00:00.000,1899-12-31T01:00:00.000,17.8,-999.0,-999.0,-999,654.1,1.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-26T00:00:00.000,1899-12-31T02:00:00.000,17.8,-999.0,-999.0,-999,653.9,2.2,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-26T00:00:00.000,1899-12-31T03:00:00.000,17.6,-999.0,-999.0,-999,653.8,1.6,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-26T00:00:00.000,1899-12-31T04:00:00.000,17.6,-999.0,-999.0,-999,653.7,0.4,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-26T00:00:00.000,1899-12-31T05:00:00.000,17.7,-999.0,-999.0,-999,653.9,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-26T00:00:00.000,1899-12-31T06:00:00.000,17.9,-999.0,-999.0,-999,654.4,0.0,0.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-26T00:00:00.000,1899-12-31T07:00:00.000,16.9,-999.0,-999.0,-999,654.8,3.4,9.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-26T00:00:00.000,1899-12-31T08:00:00.000,17.1,-999.0,-999.0,-999,655.0,14.0,29.0,0.0
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-26T00:00:00.000,1899-12-31T09:00:00.000,17.6,-999.0,-999.0,-999,655.3,12.2,84.0,0.6
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-26T00:00:00.000,1899-12-31T10:00:00.000,19.3,-999.0,-999.0,-999,655.0,1.4,304.0,2.8
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-26T00:00:00.000,1899-12-31T11:00:00.000,20.8,-999.0,-999.0,-999,654.2,0.0,449.0,5.3
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-26T00:00:00.000,1899-12-31T12:00:00.000,23.4,-999.0,-999.0,-999,653.3,0.0,341.0,7.1
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-26T00:00:00.000,1899-12-31T13:00:00.000,24.8,-999.0,-999.0,-999,652.4,0.0,793.0,7.1
EL PANTANO,CLIMATOLOGICA,1094532,1266234,2021-06-26T00:00:00.000,1899-12-31T14:00:00.000,25.2,-999.0,-999.0,-999,651.8,0.0,762.0,4.0
